,Neural crest_corr,Neural crest_pval,Neural crest_qval,Neural crest_ci_low,Neural crest_ci_high,gene_annotation
ENSMUSG00000020514,0.6136246870523288,0.0,0.0,0.6095182297132545,0.6176982168629152,Mrpl22
ENSMUSG00000052430,0.6135272607568004,0.0,0.0,0.6094200185907225,0.6176015743092756,Bmpr1b
ENSMUSG00000036160,0.6132797190228895,0.0,0.0,0.6091704833272648,0.6173560233613667,Surf6
ENSMUSG00000052214,0.6131753482736501,0.0,0.0,0.6090652722922192,0.6172524917469923,Opa3
ENSMUSG00000024392,0.6130896266641118,0.0,0.0,0.6089788606487364,0.6171674592286895,Bag6
ENSMUSG00000032512,0.6118867166838381,0.0,0.0,0.6077662778859818,0.6159742090473308,Wdr48
ENSMUSG00000038679,0.6115924956508015,0.0,0.0,0.6074696939013435,0.6156823478598595,Trps1
ENSMUSG00000020611,0.6115040618303065,0.0,0.0,0.6073805500747269,0.6155946231172511,Gna13
ENSMUSG00000097775,0.61102863533294,0.0,0.0,0.6069013083138626,0.6151230069354441,4931440J10Rik
ENSMUSG00000040385,0.6109615957352629,0.0,0.0,0.6068337309696763,0.6150565043923091,Ppp1ca
ENSMUSG00000032199,0.610399766457782,0.0,0.0,0.6062673974218016,0.6144991736418745,Polr2m
ENSMUSG00000030435,0.6101498734375637,0.0,0.0,0.6060155023181123,0.6142512801825496,U2af2
ENSMUSG00000079259,0.6101431608742799,0.0,0.0,0.606008735986803,0.6142446213198018,Trim71
ENSMUSG00000029911,0.6100148089248815,0.0,0.0,0.6058793560458586,0.6141172960742044,Ssbp1
ENSMUSG00000035671,0.6099950650690972,0.0,0.0,0.605859454077749,0.6140977101331175,Zswim4
ENSMUSG00000073096,0.6099800563884065,0.0,0.0,0.6058443252083242,0.6140828214910123,Lrrc61
ENSMUSG00000096740,0.6099641563004778,0.0,0.0,0.6058282977965814,0.614067048567909,Lbhd1
ENSMUSG00000024258,0.6097632039526514,0.0,0.0,0.6056257365633562,0.6138677031029706,Polr2d
ENSMUSG00000110105,0.6095418717587847,0.0,0.0,0.6054026329373884,0.6136481401503227,Vmn2r29
ENSMUSG00000024853,0.6086105423623399,0.0,0.0,0.6044638567736165,0.612724248471222,Sf3b2
ENSMUSG00000059355,0.6084531715733696,0.0,0.0,0.6043052288093496,0.6125681333552684,Wdr83os
ENSMUSG00000019917,0.6079863474866852,0.0,0.0,0.6038346773773304,0.6121050322033325,Sept10
ENSMUSG00000024253,0.6077716386908216,0.0,0.0,0.6036182552158842,0.6118920347674427,Dync2li1
ENSMUSG00000097026,0.6076367211722067,0.0,0.0,0.6034822613752943,0.6117581923179325,Gm26786
ENSMUSG00000097605,0.6075145232238496,0.0,0.0,0.6033590887855648,0.6116369678811232,9430098F02Rik
ENSMUSG00000009549,0.6074788535602361,0.0,0.0,0.6033231346608603,0.6116015823496874,Srp14
ENSMUSG00000067148,0.6072429639161229,0.0,0.0,0.6030853642517037,0.6113675713055045,Polr1c
ENSMUSG00000042063,0.6068897083674963,0.0,0.0,0.6027292935529079,0.6110171276973203,Zfp386
ENSMUSG00000037994,0.6068835348960302,0.0,0.0,0.6027230708987876,0.6110110033527633,Slc9b2
ENSMUSG00000002984,0.6066341951277118,0.0,0.0,0.6024717451197412,0.6107636473536668,Tomm40
ENSMUSG00000022246,0.6066095183254537,0.0,0.0,0.6024468718097156,0.6107391668383969,Rai14
ENSMUSG00000029777,0.6063789104982877,0.0,0.0,0.6022144279835168,0.6105103929562724,Gars
ENSMUSG00000020738,0.6062945270985249,0.0,0.0,0.60212937293635,0.6104266804564845,Sumo2
ENSMUSG00000045757,0.6062675775198718,0.0,0.0,0.6021022088731678,0.6103999451241233,Zfp764
ENSMUSG00000035770,0.6060796992142456,0.0,0.0,0.6019128355620182,0.6102135601694737,Dync1li2
ENSMUSG00000027560,0.6060175899556769,0.0,0.0,0.6018502321840308,0.6101519444857897,Dok5
ENSMUSG00000023456,0.6055118448042187,0.0,0.0,0.6013404654085308,0.6096502165692521,Tpi1
ENSMUSG00000039148,0.6054471040521161,0.0,0.0,0.601275210091013,0.6095859898264864,Sart1
ENSMUSG00000031820,0.6051824497864401,0.0,0.0,0.6010084529077591,0.6093234362188176,Babam1
ENSMUSG00000032312,0.6051514673718168,0.0,0.0,0.6009772243706267,0.6092926996636127,Csk
ENSMUSG00000024667,0.6051258951302373,0.0,0.0,0.6009514489942405,0.6092673303399161,Tmem216
ENSMUSG00000079104,0.6050811943297633,0.0,0.0,0.6009063931308293,0.6092229842236829,Prps1l3
ENSMUSG00000029782,0.605076043706613,0.0,0.0,0.6009012015974678,0.609217874467149,Tmem209
ENSMUSG00000034158,0.6045681766283313,0.0,0.0,0.6003893023777757,0.6087140352723784,Lrrc58
ENSMUSG00000020390,0.6043786457636274,0.0,0.0,0.600198267636071,0.6085260067163074,Ube2b
ENSMUSG00000038803,0.6041889162563018,0.0,0.0,0.6000070331532439,0.6083377806257005,Ost4
ENSMUSG00000072770,0.6041342305968868,0.0,0.0,0.5999519138040748,0.6082835282088375,Acrbp
ENSMUSG00000105039,0.6033691153068396,0.0,0.0,0.5991807348592375,0.6075244704145147,Gm42637
ENSMUSG00000031816,0.6030746888906714,0.0,0.0,0.5988839771398866,0.6072323729800528,Mthfsd
ENSMUSG00000099597,0.6030184049043641,0.0,0.0,0.5988272476213534,0.6071765340852608,Gm28933
ENSMUSG00000002280,0.6026481458442361,0.0,0.0,0.5984540587165701,0.6068092019952,Narfl
ENSMUSG00000054256,0.6025640190903337,0.0,0.0,0.5983692665248873,0.6067257400318906,Msi1
ENSMUSG00000054057,0.6021636453389791,0.0,0.0,0.597965727127877,0.6063285288762895,A930004D18Rik
ENSMUSG00000021486,0.6019765410830105,0.0,0.0,0.5977771442194286,0.6061429018646005,Prelid1
ENSMUSG00000001420,0.601157568776763,0.0,0.0,0.5969517051864913,0.6053303902492474,Tmem79
ENSMUSG00000020283,0.601013340133814,0.0,0.0,0.5968063386149594,0.6051872984934933,Pex13
ENSMUSG00000031839,0.6000351981675591,0.0,0.0,0.5958204866360542,0.6042168596476024,Hsbp1
ENSMUSG00000027424,0.5990929995166737,0.0,0.0,0.5948708732987077,0.6032820693244887,Mgme1
ENSMUSG00000024045,0.5990505145496747,0.0,0.0,0.5948280542715014,0.6032399181374499,Akap8
ENSMUSG00000037935,0.5987524749393702,0.0,0.0,0.5945276718429989,0.602944219395056,Smarce1
ENSMUSG00000020935,0.5987127339952848,0.0,0.0,0.5944876185939448,0.6029047904979613,Dcakd
ENSMUSG00000046434,0.5986328121870025,0.0,0.0,0.5944070687820844,0.6028254961759237,Hnrnpa1
ENSMUSG00000053560,0.5986057851605683,0.0,0.0,0.5943798294038994,0.6027986813267415,Ier2
ENSMUSG00000097565,0.5985857531764172,0.0,0.0,0.5943596400344064,0.6027788065987423,Gm26965
ENSMUSG00000024165,0.5983493318305392,0.0,0.0,0.5941213615987709,0.602544240827266,Hn1l
ENSMUSG00000040236,0.5979232020085111,0.0,0.0,0.5936918864008378,0.6021214536934549,Trappc5
ENSMUSG00000033940,0.5977546658890724,0.0,0.0,0.5935220278365259,0.6019542389713729,Brk1
ENSMUSG00000025451,0.5974301678971737,0.0,0.0,0.593194984682587,0.6016322841493258,Paip1
ENSMUSG00000020232,0.5972163377638221,0.0,0.0,0.5929794781616404,0.6014201291085608,Hmg20b
ENSMUSG00000063455,0.5967817406281064,0.0,0.0,0.592541475737454,0.6009889346727382,D630045J12Rik
ENSMUSG00000013787,0.5967455866128163,0.0,0.0,0.5925050385501248,0.6009530636167671,Ehmt2
ENSMUSG00000021996,0.5967065812181445,0.0,0.0,0.5924657276697811,0.6009143634787222,Esd
ENSMUSG00000063015,0.5965193505934598,0.0,0.0,0.5922770309579718,0.6007285978482445,Ccni
ENSMUSG00000036873,0.5959613984446904,0.0,0.0,0.5917147125909399,0.6001750087248402,2410004B18Rik
ENSMUSG00000020457,0.5958157912006761,0.0,0.0,0.5915679665868494,0.6000305394234279,Drg1
ENSMUSG00000051786,0.5957352074563407,0.0,0.0,0.5914867527369446,0.5999505853350495,Tubgcp6
ENSMUSG00000006289,0.5954909433025214,0.0,0.0,0.5912405791438805,0.5997082292698217,Osgep
ENSMUSG00000030213,0.595425196052621,0.0,0.0,0.5911743180759161,0.5996429954775716,Atf7ip
ENSMUSG00000005069,0.5953654922952176,0.0,0.0,0.5911141477803583,0.5995837579321897,Pex5
ENSMUSG00000034994,0.5951518723388495,0.0,0.0,0.5908988589386855,0.5993718057031978,Eef2
ENSMUSG00000060510,0.5947460831887781,0.0,0.0,0.5904899012682615,0.598969182912517,Zfp266
ENSMUSG00000021018,0.5944437007666697,0.0,0.0,0.5901851591770326,0.5986691585821287,Polr2h
ENSMUSG00000097287,0.5942943659035408,0.0,0.0,0.5900346594132431,0.5985209878509985,D130017N08Rik
ENSMUSG00000024335,0.5937253234441194,0.0,0.0,0.5894611807976667,0.5979563786814492,Brd2
ENSMUSG00000038500,0.5936850338932069,0.0,0.0,0.5894205773193509,0.5979164028587652,Prr3
ENSMUSG00000025577,0.5936432930268598,0.0,0.0,0.5893785112399919,0.5978749869996053,Cbx2
ENSMUSG00000097410,0.5931391179674605,0.0,0.0,0.5888704098595875,0.5973747358172944,Gm26668
ENSMUSG00000047945,0.5931354675344552,0.0,0.0,0.5888667310107206,0.5973711137827398,Marcksl1
