,Surface ectoderm_corr,Surface ectoderm_pval,Surface ectoderm_qval,Surface ectoderm_ci_low,Surface ectoderm_ci_high,gene_annotation
ENSMUSG00000075296,0.5222813819216731,0.0,0.0,0.5174944052446041,0.5270356686590283,Aldh3b2
ENSMUSG00000024397,0.5221089519236213,0.0,0.0,0.5173207952677323,0.5268644213401221,Aif1
ENSMUSG00000038903,0.5205660107450052,0.0,0.0,0.5157673129228032,0.5253320458474101,Ccdc68
ENSMUSG00000092009,0.5203634180128442,0.0,0.0,0.5155633384480608,0.5251308381248979,Myh15
ENSMUSG00000066122,0.5194402560856587,0.0,0.0,0.514633887169922,0.5242139805754018,Olfr45
ENSMUSG00000030873,0.5190175765385584,0.0,0.0,0.5142083317462994,0.5237941838612953,Scnn1b
ENSMUSG00000026989,0.5185360025475894,0.0,0.0,0.5137234840518072,0.5233158915579618,Dapl1
ENSMUSG00000029371,0.5184267257397386,0.0,0.0,0.513613464816381,0.5232073589980554,Cxcl5
ENSMUSG00000028640,0.5182058297153798,0.0,0.0,0.5133910685058661,0.5229879669493729,Tfap2c
ENSMUSG00000025885,0.517265016967951,0.0,0.0,0.5124438731701182,0.5220535526503778,Myo5b
ENSMUSG00000021359,0.5170156733401235,0.0,0.0,0.5121928399313443,0.5218059028765553,Tfap2a
ENSMUSG00000000792,0.5167750906879852,0.0,0.0,0.5119506278157869,0.5215669537975445,Slc5a5
ENSMUSG00000057969,0.5154152444132601,0.0,0.0,0.5105815857407712,0.520216326842614,Sema3b
ENSMUSG00000006154,0.5150000527688059,0.0,0.0,0.5101635912955022,0.5198039452781453,Eps8l1
ENSMUSG00000018849,0.5135246916566629,0.0,0.0,0.5086782890650984,0.5183385515210448,Wwc1
ENSMUSG00000033542,0.5127216995746317,0.0,0.0,0.5078698984720507,0.5175409724725577,Arhgef5
ENSMUSG00000042596,0.5122329662702004,0.0,0.0,0.5073778835997919,0.517055529658542,Tfap2d
ENSMUSG00000022245,0.5121504033920261,0.0,0.0,0.5072947666711174,0.516973522344422,Skor1
ENSMUSG00000047880,0.5118880257331746,0.0,0.0,0.5070306288875864,0.5167129096321595,Cxcr5
ENSMUSG00000000901,0.510851231499957,0.0,0.0,0.5059868883872305,0.51568308089796,Mmp11
ENSMUSG00000036596,0.510550624401367,0.0,0.0,0.5056842699587122,0.5153844907584247,Cpz
ENSMUSG00000050640,0.510118008084745,0.0,0.0,0.5052487611544269,0.5149547750723901,Tmem150c
ENSMUSG00000039813,0.5100709008397005,0.0,0.0,0.50520133909845,0.5149079835279319,Tbc1d2
ENSMUSG00000099491,0.5095501530619236,0.0,0.0,0.5046771131976574,0.514390723746795,4930533D04Rik
ENSMUSG00000043782,0.5091955051633532,0.0,0.0,0.5043200986297414,0.5140384492827121,Ccdc64b
ENSMUSG00000038781,0.5089602744204911,0.0,0.0,0.5040832990425986,0.5138047918895562,Stap2
ENSMUSG00000022382,0.5086100062908604,0.0,0.0,0.5037306961989592,0.5134568652096446,Wnt7b
ENSMUSG00000001773,0.5079744546647883,0.0,0.0,0.5030909124516004,0.5128255580088789,Folh1
ENSMUSG00000024793,0.5078379509134285,0.0,0.0,0.5029535004236877,0.512689965190556,Tnfrsf25
ENSMUSG00000022218,0.5070915039095496,0.0,0.0,0.5022020910344087,0.5119484951849832,Tgm1
ENSMUSG00000041423,0.506870634969729,0.0,0.0,0.5019797551717523,0.5117290975198477,Paqr6
ENSMUSG00000097850,0.5055170719263568,0.0,0.0,0.5006172164256391,0.5103845371275869,4631405K08Rik
ENSMUSG00000079186,0.5052419680194858,0.0,0.0,0.5003402912273414,0.5101112600477674,Gzmc
ENSMUSG00000020901,0.5048554341027895,0.0,0.0,0.49995120000501364,0.509727291247876,Pik3r5
ENSMUSG00000004231,0.504508449905105,0.0,0.0,0.49960192184862856,0.509382608054013,Pax2
ENSMUSG00000048450,0.5043090855237929,0.0,0.0,0.4994012401645065,0.5091845650375688,Msx1
ENSMUSG00000013611,0.5040939698098331,0.0,0.0,0.49918470366131135,0.5089708745074463,Snx31
ENSMUSG00000057454,0.5039039087004199,0.0,0.0,0.4989933877526936,0.508782072090022,Lypd3
ENSMUSG00000015619,0.5038971486443939,0.0,0.0,0.49898658307503213,0.5087753567942624,Gata3
ENSMUSG00000097289,0.5037320870015594,0.0,0.0,0.4988204320846798,0.5086113878876141,2010300F17Rik
ENSMUSG00000034159,0.5023656396328537,0.0,0.0,0.4974449805190301,0.5072539730405982,2310007B03Rik
ENSMUSG00000032561,0.5020112797274533,0.0,0.0,0.49708828960095774,0.5069019515724563,Acpp
ENSMUSG00000044921,0.5007133918329225,0.0,0.0,0.49578187828487874,0.5056126145707447,Rassf9
ENSMUSG00000029074,0.5005215711743362,0.0,0.0,0.4955887998047795,0.5054220558307444,Ttll10
ENSMUSG00000006143,0.5004762164512258,0.0,0.0,0.4955431477493734,0.5053769994100458,Upk3bl
ENSMUSG00000038576,0.50045552482538,0.0,0.0,0.49552232048433564,0.5053564438661529,Susd4
ENSMUSG00000028967,0.49910744092876663,0.0,0.0,0.49416541175797396,0.5040172138838945,Errfi1
ENSMUSG00000024727,0.4984361882436926,0.0,0.0,0.4934897738966556,0.5033503610319501,Trpm6
ENSMUSG00000064246,0.4974330832871868,0.0,0.0,0.49248012695729965,0.5023538201773188,Chil1
ENSMUSG00000036766,0.49731848424111447,0.0,0.0,0.49236478137533324,0.5022399702105746,Dner
ENSMUSG00000022101,0.49658167319692853,0.0,0.0,0.49162317465718103,0.5015079712738056,Fgf17
ENSMUSG00000040848,0.49599892733184037,0.0,0.0,0.4910366409742928,0.5009290263223832,Sft2d2
ENSMUSG00000042988,0.49561413702260065,0.0,0.0,0.49064935201423593,0.5005467433589186,Notum
ENSMUSG00000052302,0.4948221032110618,0.0,0.0,0.48985218127459984,0.49975986449200205,Tbc1d30
ENSMUSG00000023909,0.49480879524562194,0.0,0.0,0.4898387870681034,0.49974664307170735,Paqr4
ENSMUSG00000005232,0.49358560488550746,0.0,0.0,0.4886076799529469,0.4985313976097485,G6pc2
ENSMUSG00000069581,0.4935456805585351,0.0,0.0,0.4885674975610514,0.4984917322727086,Tspear
ENSMUSG00000024553,0.49348391814792353,0.0,0.0,0.4885053359689861,0.49843037047532823,Galr1
ENSMUSG00000021298,0.4931460791097544,0.0,0.0,0.48816531431119964,0.49809472190576654,Gpr132
ENSMUSG00000108569,0.4924845217144265,0.0,0.0,0.4874994872831007,0.49743744959729186,Gm4593
ENSMUSG00000025504,0.4919826234035469,0.0,0.0,0.4869943536328518,0.4969387984244638,Eps8l2
ENSMUSG00000031788,0.49186711043701326,0.0,0.0,0.48687809651845576,0.4968240323303465,Kifc3
ENSMUSG00000020467,0.4917289602420752,0.0,0.0,0.48673905657613287,0.49668677514573195,Efemp1
ENSMUSG00000027270,0.4914019657542256,0.0,0.0,0.4864099571089061,0.49636189337977865,Lamp5
ENSMUSG00000025195,0.49131110228929403,0.0,0.0,0.48631850897514045,0.49627161673994863,Dnmbp
ENSMUSG00000021684,0.49063230718574197,0.0,0.0,0.4856353495661084,0.4955972021165119,Pde8b
ENSMUSG00000043003,0.4902640882082105,0.0,0.0,0.4852647656823565,0.4952313568681382,Rasef
ENSMUSG00000030693,0.4899382751236468,0.0,0.0,0.4849368615434229,0.4949076426734141,Klk10
ENSMUSG00000034282,0.4898655697782383,0.0,0.0,0.4848636897701419,0.4948354055080328,Evpl
ENSMUSG00000044505,0.48963152679053434,0.0,0.0,0.4846281457978764,0.4946028691542641,Lingo4
ENSMUSG00000028919,0.4885817867170511,0.0,0.0,0.4835716823671328,0.49355987794714173,Arhgef19
ENSMUSG00000036225,0.48696275322883964,0.0,0.0,0.481942307938559,0.49195122528731655,Kctd1
ENSMUSG00000031488,0.4863860997865988,0.0,0.0,0.4813619797347477,0.491378260972931,Rab11fip1
ENSMUSG00000047507,0.4853038463458281,0.0,0.0,0.4802728414539776,0.490302919559951,Baiap3
ENSMUSG00000085329,0.4852801167339172,0.0,0.0,0.48024896105809534,0.49027934133142503,2810404F17Rik
ENSMUSG00000054046,0.48477710197366786,0.0,0.0,0.47974275176926967,0.4897795338391688,Klk13
ENSMUSG00000028539,0.4845561907307392,0.0,0.0,0.479520438630059,0.4895600301073702,Artn
ENSMUSG00000037681,0.4844809794097206,0.0,0.0,0.47944475016769716,0.48948529784210965,Esyt3
ENSMUSG00000029830,0.48438458208361634,0.0,0.0,0.47934774140558595,0.4893895144077611,Svopl
ENSMUSG00000012123,0.48408564076756616,0.0,0.0,0.4790469047253863,0.48909247608625245,Aim1l
ENSMUSG00000018411,0.4839243794670833,0.0,0.0,0.4788846214786331,0.48893224085746556,Mapt
ENSMUSG00000003153,0.48390205094455246,0.0,0.0,0.478862151482777,0.4889100543799859,Slc2a3
ENSMUSG00000032292,0.4835391897234774,0.0,0.0,0.47849699210178914,0.4885495006274113,Nr2e3
ENSMUSG00000040136,0.4824991368345504,0.0,0.0,0.47745036176282113,0.4875160520513965,Abcc8
ENSMUSG00000061048,0.48201251504353076,0.0,0.0,0.4769606674226921,0.4870325154707219,Cdh3
ENSMUSG00000026156,0.4819945012036576,0.0,0.0,0.4769425399029263,0.4870146157805688,B3gat2
ENSMUSG00000037188,0.4817265639424673,0.0,0.0,0.4766729122781365,0.4867483758807069,Grhl3
ENSMUSG00000023039,0.4806038248580169,0.0,0.0,0.4755431003929133,0.4856327391137438,Krt7
ENSMUSG00000064201,0.4788977757501562,0.0,0.0,0.4738263358264885,0.4839374509149613,Krt2
ENSMUSG00000079602,0.4788942975884401,0.0,0.0,0.4738228358582941,0.48393399465312076,9230102O04Rik
ENSMUSG00000029755,0.47880380637079845,0.0,0.0,0.47373177735854033,0.4838440731485522,Dlx5
ENSMUSG00000047094,0.47875980090809644,0.0,0.0,0.4736874960683502,0.48380034469623523,Ofcc1
ENSMUSG00000018166,0.47827922326088956,0.0,0.0,0.47320390781622085,0.48332279060336,Erbb3
ENSMUSG00000033726,0.47788379471896403,0.0,0.0,0.4728060043843895,0.48292984764914315,Emx1
ENSMUSG00000047841,0.47779879343169446,0.0,0.0,0.47272047136540263,0.4828453803982297,BC051628
ENSMUSG00000061527,0.47764445246304305,0.0,0.0,0.4725651651502388,0.4826920088652924,Krt5
ENSMUSG00000097914,0.4772739692228385,0.0,0.0,0.47219236619994875,0.4823238514149951,Gm26838
ENSMUSG00000028909,0.4770505135633583,0.0,0.0,0.4719675147069276,0.48210179768502176,Ptpru
ENSMUSG00000040055,0.47703990932164014,0.0,0.0,0.47195684424140577,0.48209125995670127,Gjb6
ENSMUSG00000024972,0.47644891565564784,0.0,0.0,0.4713621621567314,0.48150397089276636,Lgals12
ENSMUSG00000084128,0.47593545221479727,0.0,0.0,0.47084549792200925,0.4809937223758941,Esrp2
ENSMUSG00000032182,0.4752335897914687,0.0,0.0,0.47013926592401284,0.4802962489467376,Yipf2
ENSMUSG00000047884,0.47504525941368037,0.0,0.0,0.4699497641706263,0.4801090951759518,Klk9
ENSMUSG00000030337,0.47460616581695886,0.0,0.0,0.46950794132766727,0.4796727430563091,Vamp1
ENSMUSG00000053977,0.4740701290711776,0.0,0.0,0.4689685762332864,0.4791400496543453,Cd8a
ENSMUSG00000056162,0.4735965842282154,0.0,0.0,0.4684920942307187,0.47866945527656507,Cndp1
ENSMUSG00000042367,0.4732633862369871,0.0,0.0,0.4681568313603798,0.4783383315594569,Gjb3
ENSMUSG00000000216,0.4730664670680479,0.0,0.0,0.4679586925443043,0.47814263760283804,Scnn1g
ENSMUSG00000000303,0.4727717084859242,0.0,0.0,0.46766210929217633,0.47784971203866883,Cdh1
ENSMUSG00000039713,0.4722725492346899,0.0,0.0,0.46715986267537124,0.4773536543382188,Plekhg5
ENSMUSG00000021055,0.472035366354208,0.0,0.0,0.46692121394395764,0.4771179440702825,Esr2
ENSMUSG00000042116,0.4718999871258554,0.0,0.0,0.4667849983712565,0.47698340505181963,Vwa1
ENSMUSG00000032420,0.471484560953985,0.0,0.0,0.4663670072990372,0.47657055567001466,Nt5e
ENSMUSG00000070337,0.4714842958212537,0.0,0.0,0.46636674053006827,0.4765702921811225,Gpr179
ENSMUSG00000037016,0.4711571157251118,0.0,0.0,0.4660375419872346,0.4762451399253405,Frem2
ENSMUSG00000024354,0.4709580326698117,0.0,0.0,0.4658372314380172,0.476047290092578,Slc23a1
ENSMUSG00000006777,0.4701543094139768,0.0,0.0,0.46502855797160836,0.47524854027244134,Krt23
ENSMUSG00000001504,0.47004752223058927,0.0,0.0,0.46492111371920414,0.47514241325569995,Irx2
ENSMUSG00000036856,0.4700430347894125,0.0,0.0,0.4649165986697936,0.47513795355298705,Wnt4
ENSMUSG00000026972,0.4699155914043044,0.0,0.0,0.4647883713218235,0.4750112978313167,Arrdc1
ENSMUSG00000078487,0.46991155884306257,0.0,0.0,0.4647843139579535,0.47500729018986093,Ankrd65
ENSMUSG00000001672,0.46980083656661553,0.0,0.0,0.46467291075837563,0.4748972520548973,Marveld3
ENSMUSG00000038732,0.46973169544629834,0.0,0.0,0.4646033445142868,0.4748285380695779,Mboat1
ENSMUSG00000008193,0.4696373383197386,0.0,0.0,0.46450840732198184,0.4747347637553617,Spib
ENSMUSG00000000552,0.4691781036934372,0.0,0.0,0.4640463512081443,0.47427836401506623,Zfp385a
ENSMUSG00000018486,0.46914438026888644,0.0,0.0,0.46401242070060905,0.4742448486594173,Wnt9b
ENSMUSG00000012777,0.4688599750726398,0.0,0.0,0.46372626967704333,0.4739621976161437,Acpt
ENSMUSG00000024402,0.4685750653731497,0.0,0.0,0.4634396121272165,0.4736790441270492,Lta
ENSMUSG00000006219,0.46770362974007607,0.0,0.0,0.4625628371240907,0.4728129735562855,Fblim1
ENSMUSG00000030093,0.4673449435868433,0.0,0.0,0.4622019561873944,0.4724564928148474,Wnt7a
ENSMUSG00000067028,0.466271992013649,0.0,0.0,0.46112244944413205,0.47139012838991434,Cntnap5b
ENSMUSG00000009876,0.4660574664051942,0.0,0.0,0.4609066150254948,0.4711769180186241,Cox4i2
ENSMUSG00000028115,0.46580168592314386,0.0,0.0,0.4606492748356916,0.47092270492174054,Bnipl
ENSMUSG00000111368,0.46566459379101505,0.0,0.0,0.46051134709461544,0.4707864525199449,RP23-288B18.2
ENSMUSG00000032092,0.46565183431804175,0.0,0.0,0.4604985098622967,0.47077377119013364,Mpzl2
ENSMUSG00000015647,0.4651136343606446,0.0,0.0,0.45995703194593124,0.4702388654168872,Lama5
ENSMUSG00000099139,0.46483265725230355,0.0,0.0,0.459674345043055,0.46995960660138053,1110028F18Rik
ENSMUSG00000069265,0.4645920793354261,0.0,0.0,0.45943230399839696,0.469720499103748,Hist1h3a
ENSMUSG00000095522,0.46442575689042376,0.0,0.0,0.4592649704747039,0.4695551927864755,Gm8298
ENSMUSG00000034634,0.4643990298789392,0.0,0.0,0.45923808102314284,0.46952862902703646,Ly6d
ENSMUSG00000022297,0.46380910721506374,0.0,0.0,0.4586445753653812,0.46894230732254905,Fzd6
ENSMUSG00000025927,0.46364415030737194,0.0,0.0,0.4584786173886798,0.46877835652238053,Tfap2b
ENSMUSG00000014602,0.4636325107047729,0.0,0.0,0.4584669071627829,0.4687667878988503,Kif1a
ENSMUSG00000105039,0.4630751460566831,0.0,0.0,0.45790616280371577,0.4682128200358539,Gm42637
ENSMUSG00000028172,0.46288204764503305,0.0,0.0,0.4577118944539659,0.4680208974949449,Tacr3
ENSMUSG00000014813,0.46282829706927914,0.0,0.0,0.4576578183038825,0.46796747414650713,Stc1
ENSMUSG00000030200,0.46267354441365877,0.0,0.0,0.4575021285046065,0.4678136633974929,Bcl2l14
ENSMUSG00000037129,0.4623788121447163,0.0,0.0,0.45720561228720485,0.4675207241640528,Tmprss13
ENSMUSG00000026479,0.46195262367381035,0.0,0.0,0.45677684622678083,0.4670971264593798,Lamc2
ENSMUSG00000031557,0.46167983091659565,0.0,0.0,0.45650240488014565,0.46682599074842224,Plekha2
ENSMUSG00000043286,0.46164267834500794,0.0,0.0,0.4564650278577962,0.4667890637807345,Pnpla1
ENSMUSG00000028965,0.4614585731673133,0.0,0.0,0.45627981071052814,0.46660607629170825,Tnfrsf9
ENSMUSG00000050395,0.4612417074442956,0.0,0.0,0.45606163572444014,0.466390526578899,Tnfsf15
ENSMUSG00000038007,0.46102089683857206,0.0,0.0,0.45583949267932017,0.4661710552939529,Acer2
ENSMUSG00000030084,0.4609027341634215,0.0,0.0,0.4557206172392323,0.4660536090709505,Plxna1
ENSMUSG00000053846,0.46086182663401737,0.0,0.0,0.45567946299602646,0.46601294953262273,Lipg
ENSMUSG00000042377,0.460553076252011,0.0,0.0,0.45536885125138177,0.4657060701663542,Fam83g
ENSMUSG00000090751,0.4602509168312409,0.0,0.0,0.4550648714247982,0.4654057406203809,Vmn2r63
ENSMUSG00000006270,0.4601794825499078,0.0,0.0,0.45499300695332895,0.4653347387709425,Vax1
ENSMUSG00000029608,0.46010245425352075,0.0,0.0,0.45491551485433657,0.46525817669583014,Rph3a
ENSMUSG00000041372,0.4600359327254144,0.0,0.0,0.4548485928501648,0.46519205773368283,B4galnt3
ENSMUSG00000000248,0.45998037805340547,0.0,0.0,0.45479270377017145,0.46513683921581417,Clec2g
ENSMUSG00000030577,0.4595249158096533,0.0,0.0,0.45433450143968757,0.4646841314022009,Cd22
ENSMUSG00000069274,0.4595021483526625,0.0,0.0,0.45431159708445484,0.46466150156173647,Hist1h4f
ENSMUSG00000051000,0.4592864487799084,0.0,0.0,0.4540946008741196,0.4644471054377144,Fam160a1
ENSMUSG00000026604,0.45836951985367114,0.0,0.0,0.45317216687582684,0.4635357106605155,Ptpn14
ENSMUSG00000023274,0.4583522956252265,0.0,0.0,0.45315483934279804,0.4635185902847627,Cd4
ENSMUSG00000081984,0.45830215022616055,0.0,0.0,0.45310439321244234,0.4634687472131082,Dnajb3
ENSMUSG00000026981,0.4581495036974066,0.0,0.0,0.4529508314389511,0.4633170207914742,Il1rn
ENSMUSG00000048988,0.45775365888606756,0.0,0.0,0.4525526146411145,0.46292356060150075,Elfn1
ENSMUSG00000022443,0.4575053543147125,0.0,0.0,0.45230282323453824,0.4626767508098423,Myh9
ENSMUSG00000029055,0.457349703726097,0.0,0.0,0.4521462410342504,0.46252203682034926,Plch2
ENSMUSG00000022582,0.45728207158600737,0.0,0.0,0.45207820419711775,0.4624548115461957,Ly6g
ENSMUSG00000034837,0.4572735335366153,0.0,0.0,0.4520696150620703,0.4624463248563423,Gnat1
ENSMUSG00000078134,0.4572039952575467,0.0,0.0,0.45199966075100545,0.46237720484055733,Gm12355
ENSMUSG00000025469,0.45696021796443576,0.0,0.0,0.45175442549834455,0.46213489333813845,Msx3
ENSMUSG00000045679,0.4568781347296977,0.0,0.0,0.4516718515252159,0.4620533034818026,Pqlc3
ENSMUSG00000108087,0.45667704448859253,0.0,0.0,0.4514695594337754,0.4618534215653379,Gm43893
ENSMUSG00000056130,0.45663440407169203,0.0,0.0,0.45142666423789585,0.4618110373014937,Ticam2
ENSMUSG00000024399,0.4563626758948995,0.0,0.0,0.45115331303480594,0.46154094091744385,Ltb
ENSMUSG00000033227,0.4562968174764427,0.0,0.0,0.45108706139265425,0.46147547785001436,Wnt6
ENSMUSG00000100975,0.4562415627066702,0.0,0.0,0.4510314767551435,0.46142055473358634,Gm28875
ENSMUSG00000018042,0.45609985156226746,0.0,0.0,0.4508889197882614,0.4612796939944701,Cyb5r3
ENSMUSG00000022479,0.4556943721435987,0.0,0.0,0.4504810216784205,0.46087664640592624,Vdr
ENSMUSG00000054889,0.4554310768880639,0.0,0.0,0.4502161570279956,0.4606149290976897,Dsp
ENSMUSG00000040998,0.4551589082834336,0.0,0.0,0.44994236710269486,0.46034439067150135,Npnt
ENSMUSG00000027995,0.45496709086611503,0.0,0.0,0.44974940760943766,0.46015372158331047,Tlr2
ENSMUSG00000030862,0.4547978452047699,0.0,0.0,0.4495791546682689,0.4599854887263242,Cpxm2
ENSMUSG00000026114,0.4546432981833233,0.0,0.0,0.4494236881784051,0.4598318662239118,Cnga3
ENSMUSG00000070305,0.45462787762852686,0.0,0.0,0.4494081758972724,0.45981653789970517,Mpzl3
ENSMUSG00000046312,0.45459142401251856,0.0,0.0,0.4493715054561445,0.4597803023010748,AI464131
ENSMUSG00000078554,0.45450242064985114,0.0,0.0,0.44928197277779486,0.45969183116635975,Fam229a
ENSMUSG00000030549,0.45441799296158325,0.0,0.0,0.4491970430829466,0.4596079082489404,Rhcg
ENSMUSG00000086978,0.4542447872744875,0.0,0.0,0.44902280781111825,0.4594357378227838,4933435F18Rik
ENSMUSG00000021099,0.4542240584438558,0.0,0.0,0.44900195578892543,0.45941513286349916,Six6
ENSMUSG00000028460,0.45413623919511537,0.0,0.0,0.4489136146929722,0.45932783834305374,Sit1
ENSMUSG00000017607,0.45396651622593376,0.0,0.0,0.4487428834704425,0.4591591292004394,Tns4
ENSMUSG00000081225,0.45374372542209024,0.0,0.0,0.4485187697381785,0.4589376686510818,Cyp2j12
ENSMUSG00000001095,0.4533633366909738,0.0,0.0,0.4481361237831328,0.4585595496791553,Slc13a2
ENSMUSG00000079025,0.4533489078829216,0.0,0.0,0.4481216093923444,0.4585452069299907,Gsdmc
ENSMUSG00000063531,0.45331989337323225,0.0,0.0,0.4480924227949299,0.4585163654656541,Sema3e
ENSMUSG00000074622,0.45281782240778673,0.0,0.0,0.4475873757652095,0.45801728716660006,Mafb
ENSMUSG00000027412,0.4526935865208603,0.0,0.0,0.4474624039754922,0.4578937912997061,Lpin3
ENSMUSG00000026638,0.45257036279184637,0.0,0.0,0.447338450540953,0.4577713013634797,Irf6
ENSMUSG00000067889,0.4525269067144028,0.0,0.0,0.44729473717351503,0.4577281040182907,Sptbn2
ENSMUSG00000053119,0.45249865687024043,0.0,0.0,0.44726632008416944,0.45770002235713003,Chmp3
ENSMUSG00000029999,0.45232899064120163,0.0,0.0,0.4470956496166303,0.4575313660029748,Tgfa
ENSMUSG00000047747,0.4519603691138881,0.0,0.0,0.4467248475663235,0.45716493726758656,Rnf150
ENSMUSG00000026413,0.4517006717392609,0.0,0.0,0.44646361507243776,0.4569067836748404,Pkp1
ENSMUSG00000038894,0.45150958516245504,0.0,0.0,0.44627139951759986,0.4567168324601125,Irs2
ENSMUSG00000030020,0.45150904719990975,0.0,0.0,0.44627085837734565,0.4567162976932611,Prickle2
ENSMUSG00000078619,0.4514051829922737,0.0,0.0,0.44616638072251646,0.4566130504064209,Smarcd2
ENSMUSG00000007888,0.45126146795218597,0.0,0.0,0.4460218171020429,0.45647018875722756,Crlf1
ENSMUSG00000061937,0.4507175620594706,0.0,0.0,0.4454747021357252,0.4559295101875946,Csn1s2a
ENSMUSG00000050063,0.4506261995134509,0.0,0.0,0.4453828009299628,0.455838689373529,Klk6
ENSMUSG00000001507,0.45049244965601865,0.0,0.0,0.4452482627028823,0.4557057323868005,Itga3
ENSMUSG00000032036,0.4503591172232941,0.0,0.0,0.44511414459664,0.45557319011874375,Kirrel3
ENSMUSG00000021908,0.45001315156918903,0.0,0.0,0.4447661414058042,0.4552292736741047,Gm6768
ENSMUSG00000006281,0.44975614469990277,0.0,0.0,0.4445076219409569,0.45497378808969025,Tep1
ENSMUSG00000056737,0.4495705968509117,0.0,0.0,0.4443209826068093,0.4547893380086986,Capg
ENSMUSG00000019590,0.44949361991707676,0.0,0.0,0.444243552989929,0.4547128163667738,Cyb561
ENSMUSG00000047592,0.4493511289001705,0.0,0.0,0.4441002242241941,0.45457116793156177,Nxpe5
