,Neural crest_corr,Neural crest_pval,Neural crest_qval,Neural crest_ci_low,Neural crest_ci_high,gene_annotation
ENSMUSG00000024776,0.6469633941629586,0.0,0.0,0.6431329028923284,0.650761509031073,Stambpl1
ENSMUSG00000035342,0.6467819704792515,0.0,0.0,0.6429499374893413,0.6505816230799769,Lzts2
ENSMUSG00000020389,0.6447436922405347,0.0,0.0,0.6408943682368945,0.6485605918199946,Cdkl3
ENSMUSG00000039001,0.644038180733224,0.0,0.0,0.640182884632566,0.6478610374903029,Rps21
ENSMUSG00000039759,0.6426315846488501,0.0,0.0,0.6387644015649165,0.6464662991378843,Thap3
ENSMUSG00000058298,0.6398451212077091,0.0,0.0,0.635954467657927,0.6437032501531167,Mcm9
ENSMUSG00000051695,0.6394408711209433,0.0,0.0,0.6355468211290545,0.6433023885961664,Pcbp1
ENSMUSG00000032244,0.6382550879537887,0.0,0.0,0.6343510877334244,0.6421265327596063,Fem1b
ENSMUSG00000074867,0.6380839749069936,0.0,0.0,0.634178540372954,0.641956850760519,Zfp808
ENSMUSG00000046562,0.637895186391974,0.0,0.0,0.6339881698352728,0.6417696406760227,Unc119b
ENSMUSG00000027438,0.6359603886220404,0.0,0.0,0.6320371860100619,0.6398509928234849,Napb
ENSMUSG00000021556,0.6356858341184521,0.0,0.0,0.631760338678484,0.6395787261194892,Golm1
ENSMUSG00000024962,0.6353900429967404,0.0,0.0,0.6314620785005856,0.6392853986643139,Vegfb
ENSMUSG00000038916,0.6351807703259025,0.0,0.0,0.6312510596707996,0.6390778683565795,Soga3
ENSMUSG00000040820,0.6348349391868132,0.0,0.0,0.630902344212031,0.6387349152958733,Hlcs
ENSMUSG00000029122,0.6346769304690698,0.0,0.0,0.6307430181901901,0.6385782210436577,Evc
ENSMUSG00000029126,0.6346767780031642,0.0,0.0,0.6307428644533505,0.6385780698459511,Nsg1
ENSMUSG00000021039,0.6343796625259923,0.0,0.0,0.6304432728506728,0.6382834251788856,Snw1
ENSMUSG00000007415,0.6343311507787395,0.0,0.0,0.630394356923585,0.6382353167463387,Gatad1
ENSMUSG00000051355,0.6338644174987739,0.0,0.0,0.629923736612114,0.6377724622138213,Commd1
ENSMUSG00000047714,0.6335821850940545,0.0,0.0,0.6296391551335696,0.6374925739081786,Ppp1r2
ENSMUSG00000030612,0.632938346353431,0.0,0.0,0.6289899615613497,0.6368540787480993,Mrpl46
ENSMUSG00000022340,0.632665917707838,0.0,0.0,0.6287152687742118,0.6365839095241754,Sybu
ENSMUSG00000021175,0.6320694644048508,0.0,0.0,0.6281138618183595,0.6359923996250372,Cdca7l
ENSMUSG00000032046,0.631935996401703,0.0,0.0,0.6279792859863099,0.6358600371732782,Abhd12
ENSMUSG00000026238,0.6296449215131898,0.0,0.0,0.6256692313071535,0.6335879038855917,Ptma
ENSMUSG00000035575,0.6296408084594669,0.0,0.0,0.6256650842426486,0.633583824775627,Utp6
ENSMUSG00000086859,0.6286541746825588,0.0,0.0,0.6246702984974909,0.6326053270482582,Snhg20
ENSMUSG00000031652,0.6284250365036669,0.0,0.0,0.624439268936281,0.6323780765999227,N4bp1
ENSMUSG00000037526,0.6278329982008254,0.0,0.0,0.6238423469823505,0.6317909125917628,Atg14
ENSMUSG00000037085,0.6271204358247807,0.0,0.0,0.6231239129409095,0.631084210770667,Trmt12
ENSMUSG00000033767,0.6267166332684364,0.0,0.0,0.6227167859595584,0.6306837264161477,D930015E06Rik
ENSMUSG00000002489,0.6262526928232917,0.0,0.0,0.6222490286599541,0.6302235957406126,Tiam1
ENSMUSG00000033720,0.624878908238255,0.0,0.0,0.6208639586671272,0.6288610759922968,Sfxn5
ENSMUSG00000008482,0.6246858476004046,0.0,0.0,0.6206693140777289,0.6286695964639392,Rnf151
ENSMUSG00000021461,0.6241843414691131,0.0,0.0,0.6201636956901931,0.6281721952623704,Fancc
ENSMUSG00000061374,0.6239579296109654,0.0,0.0,0.6199354283917545,0.6279476355634205,Fiz1
ENSMUSG00000066440,0.6238421493665808,0.0,0.0,0.6198186995938737,0.6278328022010625,Zfyve26
ENSMUSG00000024968,0.6238103043254917,0.0,0.0,0.6197865936869471,0.6278012175668352,Rcor2
ENSMUSG00000103906,0.6237242637467433,0.0,0.0,0.6196998483547477,0.6277158805030868,Tigd5
ENSMUSG00000040936,0.6232598569928324,0.0,0.0,0.6192316393693409,0.6272552693372541,Ulk4
ENSMUSG00000055302,0.6230809691729765,0.0,0.0,0.619051287707731,0.6270778428186536,Mrfap1
ENSMUSG00000003190,0.6228526315924615,0.0,0.0,0.6188210822548124,0.6268513698827357,Bcl2l12
ENSMUSG00000028573,0.6227533867917004,0.0,0.0,0.6187210258166214,0.6267529353216972,Fggy
ENSMUSG00000018800,0.6220079252613012,0.0,0.0,0.6179694719824547,0.6260135556976291,Abca5
ENSMUSG00000024736,0.620470493340606,0.0,0.0,0.6164194986666253,0.6244886442919582,Tmem132a
ENSMUSG00000029249,0.6202167063336705,0.0,0.0,0.6161636444448506,0.6242369211260188,Rest
ENSMUSG00000029910,0.6195160426832726,0.0,0.0,0.6154572779994103,0.6235419510631142,Mad2l1
ENSMUSG00000037007,0.619111584872991,0.0,0.0,0.6150495312210595,0.6231407769773579,Zfp113
ENSMUSG00000041406,0.6187117196707569,0.0,0.0,0.6146464165325608,0.6227441561287986,BC055324
ENSMUSG00000063445,0.617691074463167,0.0,0.0,0.6136174867256334,0.6217317826512881,Nmral1
ENSMUSG00000022364,0.6170610410782515,0.0,0.0,0.6129823462516502,0.6211068485772875,Tbc1d31
ENSMUSG00000063457,0.616956568498535,0.0,0.0,0.6128770273203556,0.6210032210715998,Rps15
ENSMUSG00000020889,0.6160886770070932,0.0,0.0,0.6120021104838793,0.6201423444465092,Nr1d1
ENSMUSG00000042396,0.6158150888264938,0.0,0.0,0.6117263097551555,0.6198709655605006,Rbm7
ENSMUSG00000032258,0.6157762227372042,0.0,0.0,0.6116871294306809,0.6198324132461281,Lca5
ENSMUSG00000025815,0.6154346840358437,0.0,0.0,0.611342830226517,0.6194936310235885,Dhtkd1
ENSMUSG00000038520,0.6151459592107767,0.0,0.0,0.6110517729775796,0.6192072352495762,Tbc1d17
ENSMUSG00000036980,0.6149911125289553,0.0,0.0,0.6108956758441495,0.6190536372213911,Taf6
ENSMUSG00000053110,0.6148753503329705,0.0,0.0,0.6107789790280969,0.6189388083062982,Yap1
ENSMUSG00000001518,0.6147352233136741,0.0,0.0,0.6106377209144705,0.6187998107659882,Itfg2
ENSMUSG00000071415,0.6144488581576686,0.0,0.0,0.6103490450522685,0.6185157530344291,Rpl23
ENSMUSG00000109336,0.6143223136688019,0.0,0.0,0.6102214798114742,0.6183902278555782,Samd4b
ENSMUSG00000003623,0.6142776531163758,0.0,0.0,0.610176459062243,0.6183459269922854,Crot
ENSMUSG00000044244,0.6141395232114761,0.0,0.0,0.6100372152780764,0.6182089094004867,Il20rb
ENSMUSG00000064307,0.6137278172538106,0.0,0.0,0.609622190827439,0.6178005173036158,Lrrc51
ENSMUSG00000036902,0.6125746139658137,0.0,0.0,0.6084597043026518,0.6166565845633764,Neto2
ENSMUSG00000083012,0.6115617466259532,0.0,0.0,0.6074386979908898,0.6156518453975831,Fam220a
ENSMUSG00000062006,0.6111692623000156,0.0,0.0,0.607043063489661,0.6152625071499227,Rpl34
ENSMUSG00000029640,0.6103313709084597,0.0,0.0,0.6061984538211821,0.6144313254514655,Usp12
ENSMUSG00000060376,0.6097914213563158,0.0,0.0,0.6056541798517464,0.613895694902331,Bckdha
ENSMUSG00000031756,0.609380642094772,0.0,0.0,0.6052401132813398,0.6134881988921033,Cenpn
ENSMUSG00000030881,0.6092759749581895,0.0,0.0,0.6051346088919891,0.6133843679829102,Arfip2
ENSMUSG00000031812,0.6091141536011184,0.0,0.0,0.6049714933807293,0.6132238392015182,Map1lc3b
ENSMUSG00000025465,0.609104567789045,0.0,0.0,0.6049618309177498,0.6132143299471031,Echs1
ENSMUSG00000021775,0.6085879131210814,0.0,0.0,0.6044410467357255,0.6127017998100955,Nr1d2
ENSMUSG00000016637,0.608352156250601,0.0,0.0,0.6042034066869219,0.6124679238719556,Ift27
ENSMUSG00000028226,0.6081186563035226,0.0,0.0,0.6039680423168008,0.6122362861406493,Mmp16
ENSMUSG00000024982,0.607792697395242,0.0,0.0,0.6036394819406522,0.6119129256475863,Zdhhc6
ENSMUSG00000005732,0.6077488327846446,0.0,0.0,0.6035952673556635,0.6118694106031282,Ranbp1
ENSMUSG00000061613,0.6076669005234968,0.0,0.0,0.6035126814652824,0.6117881312102799,U2af1
ENSMUSG00000035941,0.6075806255491881,0.0,0.0,0.6034257183133139,0.6117025436146419,Ibtk
ENSMUSG00000039191,0.6070462355540498,0.0,0.0,0.6028870679253077,0.6111724091154277,Rbpj
ENSMUSG00000039449,0.606279665147733,0.0,0.0,0.6021143927020517,0.6104119366577895,Prpf18
ENSMUSG00000020091,0.6056213169491519,0.0,0.0,0.6014508077746841,0.6097588194362371,Eif4ebp2
ENSMUSG00000059060,0.6055446635253245,0.0,0.0,0.6013735449970867,0.6096827747052985,Rad51b
ENSMUSG00000103156,0.6052294367816047,0.0,0.0,0.6010558131892149,0.6093700503272591,Gm38293
ENSMUSG00000000628,0.6045045333055141,0.0,0.0,0.6003251540089335,0.6086508964676872,Hk2
ENSMUSG00000032846,0.6037912701362108,0.0,0.0,0.599606234368593,0.6079432839396153,Zswim6
ENSMUSG00000032186,0.6033143328097317,0.0,0.0,0.5991255185006904,0.6074701213448552,Tmod2
ENSMUSG00000039908,0.6020934233309211,0.0,0.0,0.5978949501129868,0.6062588613452768,Slc26a11
ENSMUSG00000021127,0.6020424728349428,0.0,0.0,0.5978435969655277,0.6062083131173454,Zfp36l1
ENSMUSG00000026851,0.6017327582391883,0.0,0.0,0.5975314354993575,0.6059010430785746,BC005624
ENSMUSG00000030671,0.6014147287674015,0.0,0.0,0.597210894791496,0.6055855224983403,Pde3b
ENSMUSG00000020107,0.601207774749157,0.0,0.0,0.5970023073364794,0.6053802004080695,Anapc16
ENSMUSG00000035024,0.6004677803713131,0.0,0.0,0.5962564770178538,0.6046460366848243,Ncapd3
ENSMUSG00000025986,0.6004343833556588,0.0,0.0,0.596222816789208,0.6046129026475948,Slc39a10
ENSMUSG00000021135,0.6000598373361602,0.0,0.0,0.5958453198621344,0.6042413049286975,Slc10a1
ENSMUSG00000024797,0.599599541018535,0.0,0.0,0.5953813995932409,0.6037846294180503,Vps51
ENSMUSG00000024767,0.5993082846265954,0.0,0.0,0.5950878515684204,0.6034956627033075,Otub1
ENSMUSG00000029557,0.5992922140655969,0.0,0.0,0.5950716545955087,0.6034797184470784,Mrm2
ENSMUSG00000035824,0.5986539007364867,0.0,0.0,0.5944283230313524,0.6028464191619385,Tk2
ENSMUSG00000006333,0.598284608922838,0.0,0.0,0.5940561304219788,0.6024800257768222,Rps9
ENSMUSG00000002963,0.5980753630614655,0.0,0.0,0.5938452417330543,0.60227242142042,Pnkp
ENSMUSG00000029821,0.5977341674215754,0.0,0.0,0.5935013685503353,0.6019339011957616,Dfna5
ENSMUSG00000057894,0.5976937592445639,0.0,0.0,0.5934606433713149,0.6018938097711658,Zfp329
ENSMUSG00000022706,0.5974428725992362,0.0,0.0,0.5932077890062013,0.601644889307223,Mrpl40
ENSMUSG00000025427,0.5972722749361025,0.0,0.0,0.593035853812095,0.6014756281400742,Rnf165
ENSMUSG00000036114,0.5970112256058753,0.0,0.0,0.5927727585337231,0.6012166231916253,Rpp25l
ENSMUSG00000030539,0.59661284421522,0.0,0.0,0.5923712566122422,0.6008213599818928,Sema4b
ENSMUSG00000001761,0.5964175805859716,0.0,0.0,0.5921744642477659,0.6006276239539442,Smo
ENSMUSG00000030045,0.5960500408903872,0.0,0.0,0.5918040484262158,0.6002629582818129,Mrpl19
ENSMUSG00000027239,0.5956425870711185,0.0,0.0,0.5913934082349563,0.599858688552291,Mdk
ENSMUSG00000042210,0.595259746513632,0.0,0.0,0.5910075757943419,0.5994788377800858,Abhd14a
ENSMUSG00000062098,0.5951329395423635,0.0,0.0,0.5908797782607758,0.5993530206861869,Btbd3
ENSMUSG00000021720,0.5949280182122255,0.0,0.0,0.5906732566232675,0.5991496985670139,Rnf180
ENSMUSG00000030042,0.5946774288820573,0.0,0.0,0.5904207111048245,0.5989010641019085,Pole4
ENSMUSG00000057858,0.5930110257930187,0.0,0.0,0.5887413206901828,0.5972476400293127,Fam204a
ENSMUSG00000035212,0.592546809713344,0.0,0.0,0.5882734932474845,0.596787033149494,Leprot
ENSMUSG00000022322,0.5921578650208649,0.0,0.0,0.5878815249670797,0.5964011102832965,Shcbp1
ENSMUSG00000031585,0.5918423844492676,0.0,0.0,0.5875635933796711,0.596088079332587,Gtf2e2
ENSMUSG00000062510,0.5916472858804982,0.0,0.0,0.5873669797220059,0.5958944950052923,Nsl1
ENSMUSG00000018199,0.5906122813919736,0.0,0.0,0.5863239460853179,0.5948675153637368,Trove2
ENSMUSG00000019822,0.5905995977947647,0.0,0.0,0.586311164182058,0.5948549300218969,Smpd2
ENSMUSG00000021810,0.5905172288361622,0.0,0.0,0.5862281568629123,0.5947731990958964,Ecd
ENSMUSG00000051278,0.5904723548794493,0.0,0.0,0.5861829351703219,0.5947286726972719,Zgrf1
ENSMUSG00000022013,0.5904212738301745,0.0,0.0,0.5861314583178888,0.5946779872495214,Dnajc15
ENSMUSG00000044807,0.5904002676910688,0.0,0.0,0.586110289422086,0.5946571437844252,Zfp354c
ENSMUSG00000020572,0.5902912250046591,0.0,0.0,0.5860004019611813,0.5945489454454425,Nampt
ENSMUSG00000054733,0.5897926510552299,0.0,0.0,0.5854979674747192,0.5940542301265324,Msra
ENSMUSG00000025892,0.5887757765328238,0.0,0.0,0.5844732293587477,0.5930452155438382,Gria4
ENSMUSG00000040003,0.5885633228093713,0.0,0.0,0.5842591344424075,0.5928344022896036,Magi2
ENSMUSG00000022472,0.5881332742354263,0.0,0.0,0.5838257656014252,0.592407672559829,Desi1
ENSMUSG00000068479,0.5880094849235458,0.0,0.0,0.5837010210069672,0.5922848381313675,Mfap1a
ENSMUSG00000089774,0.5877647742549659,0.0,0.0,0.583454422503679,0.5920420145221165,Slc5a3
ENSMUSG00000040599,0.586683107276381,0.0,0.0,0.5823644204630456,0.5909686793958884,Mis12
ENSMUSG00000029454,0.5865892654186499,0.0,0.0,0.5822698562148748,0.5908755596668546,Mapkapk5
ENSMUSG00000018428,0.5865523614377123,0.0,0.0,0.5822326681807553,0.5908389396368976,Akap1
ENSMUSG00000039220,0.5860866494039271,0.0,0.0,0.581763373073869,0.5903768094219203,Ppp1r10
ENSMUSG00000022587,0.58596556375779,0.0,0.0,0.5816413562962499,0.590256654591902,Ly6e
ENSMUSG00000031642,0.5858934321243486,0.0,0.0,0.5815686700732416,0.5901850773622721,Sh3rf1
ENSMUSG00000026189,0.5857622076379692,0.0,0.0,0.5814364368344688,0.5900548612943897,Pecr
ENSMUSG00000018543,0.5856056125867614,0.0,0.0,0.5812786383006691,0.5898994693341395,1700001P01Rik
ENSMUSG00000061479,0.5853259440508536,0.0,0.0,0.5809968212330788,0.5896219486489283,Snrpa
ENSMUSG00000026095,0.5851722348458458,0.0,0.0,0.5808419316111523,0.5894694194966293,Asnsd1
ENSMUSG00000026274,0.585106065664975,0.0,0.0,0.5807752543775557,0.5894037582138967,Pask
ENSMUSG00000006369,0.5848121248025552,0.0,0.0,0.5804790573140377,0.5891120728818453,Fbln1
ENSMUSG00000096010,0.5847264323558665,0.0,0.0,0.5803927073339373,0.5890270377779439,Hist4h4
ENSMUSG00000020669,0.584488827666415,0.0,0.0,0.5801532799711081,0.58879125524491,Sh3yl1
ENSMUSG00000001802,0.5841423886845426,0.0,0.0,0.5798041847870733,0.5884474717419819,Lrp3
ENSMUSG00000039706,0.5834534851618279,0.0,0.0,0.5791100040656126,0.5877638440874301,Ldb2
ENSMUSG00000024174,0.5834182396221372,0.0,0.0,0.5790744887043318,0.5877288683051011,Pot1b
ENSMUSG00000001729,0.5830842676085286,0.0,0.0,0.5787379607922521,0.5873974515999327,Akt1
ENSMUSG00000019362,0.5830469799370456,0.0,0.0,0.5787003878488891,0.5873604491365377,D8Ertd738e
ENSMUSG00000021287,0.5828598021105659,0.0,0.0,0.5785117782844437,0.5871747027341239,Xrcc3
ENSMUSG00000054256,0.5827714270991866,0.0,0.0,0.578422727447217,0.5870870034040511,Msi1
ENSMUSG00000032350,0.581922548289564,0.0,0.0,0.5775673623280152,0.5862446096352971,Gclc
ENSMUSG00000027993,0.5816959361780744,0.0,0.0,0.5773390202834675,0.5860197271548103,Trim2
ENSMUSG00000028223,0.5816804524408493,0.0,0.0,0.5773234183698919,0.5860043615738605,Decr1
ENSMUSG00000030980,0.5813092393760712,0.0,0.0,0.5769493730523694,0.5856359803020849,Knop1
ENSMUSG00000079286,0.5807975256452511,0.0,0.0,0.5764337580855653,0.585128167241308,Gm11084
ENSMUSG00000042364,0.5807736565680012,0.0,0.0,0.5764097071185369,0.5851044800293557,Snx18
ENSMUSG00000020738,0.5807536339970997,0.0,0.0,0.5763895319752607,0.5850846100104249,Sumo2
ENSMUSG00000050966,0.5803686870642091,0.0,0.0,0.5760016527737298,0.5847025949772661,Lin28a
ENSMUSG00000021496,0.5803247458162724,0.0,0.0,0.57595737693576,0.5846589882800766,Pcbd2
ENSMUSG00000038930,0.5796826673810418,0.0,0.0,0.5753104123256967,0.5840217955116056,Rccd1
ENSMUSG00000066357,0.5790321362078187,0.0,0.0,0.5746549362322186,0.5833762088697347,Wdr6
ENSMUSG00000038143,0.5787934409412585,0.0,0.0,0.5744144279658328,0.5831393264920438,Stox2
ENSMUSG00000017978,0.5787518760723009,0.0,0.0,0.5743725474699579,0.5830980772324234,Cadps2
ENSMUSG00000000278,0.5785954951084809,0.0,0.0,0.5742149792173066,0.5829428834959175,Scpep1
ENSMUSG00000068748,0.5784712545088064,0.0,0.0,0.5740897955789285,0.5828195858912819,Ptprz1
ENSMUSG00000068290,0.5784390401532381,0.0,0.0,0.574057336736216,0.5827876160122887,Ddrgk1
ENSMUSG00000030268,0.5783493834993648,0.0,0.0,0.5739669997159835,0.5826986396969914,Bcat1
ENSMUSG00000068184,0.5783411236391427,0.0,0.0,0.573958677180548,0.5826904425095439,Ndufaf2
ENSMUSG00000038069,0.5783376530192113,0.0,0.0,0.5739551802260773,0.5826869982231331,Cdkn2aip
ENSMUSG00000042688,0.5782757494492525,0.0,0.0,0.5738928069680403,0.5826255643236876,Mapk6
ENSMUSG00000026556,0.5781986399572989,0.0,0.0,0.5738151124854884,0.5825490398020532,Vangl2
ENSMUSG00000040859,0.577638741113462,0.0,0.0,0.5732509683395643,0.581993386166287,Bsdc1
ENSMUSG00000029726,0.5774139441785561,0.0,0.0,0.5730244681048261,0.5817702925197805,Mepce
ENSMUSG00000045362,0.5767192674650723,0.0,0.0,0.5723245320221949,0.581080875235317,Tnfrsf26
ENSMUSG00000060703,0.576191316423008,0.0,0.0,0.5717925881669047,0.5805569171481111,Cd302
ENSMUSG00000027678,0.5761279265644795,0.0,0.0,0.5717287191492435,0.580494006471299,Ncoa3
ENSMUSG00000021714,0.5759853227818704,0.0,0.0,0.5715850376303537,0.5803524804801454,Cenpk
ENSMUSG00000031527,0.5756833750772103,0.0,0.0,0.5712808088291418,0.5800528140088247,Eri1
ENSMUSG00000069793,0.5756720526586211,0.0,0.0,0.571269400897651,0.5800415771087936,Slfn9
ENSMUSG00000028532,0.5748515465363625,0.0,0.0,0.5704427024068435,0.5792272638664036,Cachd1
ENSMUSG00000047712,0.5739778606993771,0.0,0.0,0.56956243267374,0.5783601626896913,Ust
ENSMUSG00000031546,0.5739632920115681,0.0,0.0,0.5695477542854945,0.57834570371698,Gins4
ENSMUSG00000031851,0.573132476599356,0.0,0.0,0.5687106875945692,0.5775211405236038,Ntpcr
ENSMUSG00000029449,0.5729640024731439,0.0,0.0,0.568540946940612,0.5773539331406999,Rhof
ENSMUSG00000039943,0.5729184137783577,0.0,0.0,0.568495015591196,0.5773086871603184,Plcb4
ENSMUSG00000010362,0.5728955285506544,0.0,0.0,0.5684719583634975,0.5772859739628485,Rdm1
ENSMUSG00000040139,0.5727813766047172,0.0,0.0,0.568356948582131,0.5771726800054836,9430038I01Rik
ENSMUSG00000041594,0.5727790730024448,0.0,0.0,0.5683546276703992,0.5771703937158008,Tmtc4
ENSMUSG00000043556,0.5726264698464946,0.0,0.0,0.5682008779984437,0.5770189372867085,Fbxl7
ENSMUSG00000003680,0.5723490222685836,0.0,0.0,0.5679213467330044,0.5767435737973164,Taf6l
ENSMUSG00000047539,0.5721489669197091,0.0,0.0,0.5677197895616652,0.5765450205741611,Fbxo28
ENSMUSG00000042942,0.571432950050164,0.0,0.0,0.566998401880036,0.5758343756989478,Greb1l
ENSMUSG00000042873,0.571135864198437,0.0,0.0,0.5666990895966804,0.5755395168138,Lhfpl4
