,Foregut/Placodes_corr,Foregut/Placodes_pval,Foregut/Placodes_qval,Foregut/Placodes_ci_low,Foregut/Placodes_ci_high,gene_annotation
ENSMUSG00000023041,0.56187951280963,0.0,0.0,0.5551914192749458,0.5684949467815794,Krt6b
ENSMUSG00000041845,0.5617114564760443,0.0,0.0,0.5550215283859723,0.5683287266928934,Rhod
ENSMUSG00000059956,0.5616928665584661,0.0,0.0,0.5550027355693343,0.5683103398623688,Serpinb12
ENSMUSG00000025533,0.561370791683032,0.0,0.0,0.5546771465020638,0.5679917824707462,Asl
ENSMUSG00000064036,0.561369855797453,0.0,0.0,0.5546762004079285,0.5679908568033855,Mro
ENSMUSG00000098176,0.560885876730759,0.0,0.0,0.5541869444596286,0.5675121596895487,Ccdc166
ENSMUSG00000049598,0.5605408974973003,0.0,0.0,0.5538382067018283,0.5671709426861488,Vsig8
ENSMUSG00000021213,0.5598587034023308,0.0,0.0,0.5531485870737142,0.5664961816749875,Akr1c13
ENSMUSG00000056413,0.5592559800577109,0.0,0.0,0.5525393108691148,0.5659000181072289,Adap1
ENSMUSG00000044734,0.5592253999997169,0.0,0.0,0.552508398533439,0.5658697706839969,Serpinb1a
ENSMUSG00000040564,0.5591368219657181,0.0,0.0,0.5524188581299457,0.5657821560571561,Apoc1
ENSMUSG00000025971,0.559093533835182,0.0,0.0,0.5523750997453407,0.565739338689605,9430016H08Rik
ENSMUSG00000004612,0.5590786352935456,0.0,0.0,0.5523600393642119,0.5657246021628903,Nkg7
ENSMUSG00000032092,0.5589552323398833,0.0,0.0,0.5522352960807522,0.5656025409974949,Mpzl2
ENSMUSG00000026064,0.5585980097723187,0.0,0.0,0.5518741952694531,0.565249200949989,Ptp4a1
ENSMUSG00000013593,0.5585741854665812,0.0,0.0,0.5518501124010319,0.5652256354950124,Ndufs2
ENSMUSG00000008540,0.5584384379465881,0.0,0.0,0.5517128918414894,0.5650913626628498,Mgst1
ENSMUSG00000100627,0.5583545615950266,0.0,0.0,0.5516281055029306,0.565008397322566,A830008E24Rik
ENSMUSG00000020484,0.5582984073239465,0.0,0.0,0.5515713420835074,0.5649528528880623,Xbp1
ENSMUSG00000026568,0.5581738963074898,0.0,0.0,0.5514454806230251,0.5648296938487719,Mpc2
ENSMUSG00000000686,0.5580227540134443,0.0,0.0,0.5512926994542467,0.5646801923037024,Abhd15
ENSMUSG00000077450,0.5577068447274874,0.0,0.0,0.5509733661403786,0.5643677110097682,Rab11b
ENSMUSG00000026589,0.5575380158254851,0.0,0.0,0.5508027081707088,0.5642007133198192,Sec16b
ENSMUSG00000038791,0.5571459168669696,0.0,0.0,0.5504063634421605,0.5638128651811027,Scgb3a2
ENSMUSG00000022218,0.5568712096060683,0.0,0.0,0.550128683374826,0.5635411343223973,Tgm1
ENSMUSG00000035112,0.5568103838117667,0.0,0.0,0.5500671995421273,0.563480967369112,Wnk4
ENSMUSG00000043140,0.5567018836156874,0.0,0.0,0.5499575257279093,0.5633736422286713,Tmem186
ENSMUSG00000004771,0.5565820512099162,0.0,0.0,0.5498363973967666,0.5632551073445454,Rab11a
ENSMUSG00000030681,0.5563760924146641,0.0,0.0,0.5496282119267423,0.5630513779887902,Mvp
ENSMUSG00000042306,0.5560995255727527,0.0,0.0,0.549348656366212,0.5627778036201331,S100a14
ENSMUSG00000001901,0.5557150192403458,0.0,0.0,0.5489599973785108,0.5623974552431587,Kcnh6
ENSMUSG00000027243,0.5555906098914166,0.0,0.0,0.5488342450383089,0.5622743906203433,Harbi1
ENSMUSG00000030494,0.5555817379622189,0.0,0.0,0.5488252773488621,0.5622656145754829,Rhpn2
ENSMUSG00000039105,0.5555222105600492,0.0,0.0,0.5487651074706442,0.5622067304832301,Atp6v1g1
ENSMUSG00000025509,0.5550421189058392,0.0,0.0,0.5482798367722557,0.561731824679962,Pnpla2
ENSMUSG00000036731,0.5549805610622153,0.0,0.0,0.5482176151956599,0.5616709314525744,Cysrt1
ENSMUSG00000040154,0.5549177581799508,0.0,0.0,0.5481541352332402,0.5616088065540514,Wfdc5
ENSMUSG00000018774,0.5545102139925789,0.0,0.0,0.5477421991907435,0.5612056601457006,Cd68
ENSMUSG00000029445,0.5538960597587693,0.0,0.0,0.547121432789804,0.5605981272033468,Hpd
ENSMUSG00000037095,0.5534861297228424,0.0,0.0,0.5467070934720808,0.5601926126712767,Lrg1
ENSMUSG00000028100,0.5527909776607292,0.0,0.0,0.5460044718166219,0.5595049409947728,Nudt17
ENSMUSG00000027091,0.5527838597982118,0.0,0.0,0.5459972775201596,0.5594978996782728,Zc3h15
ENSMUSG00000041984,0.5527223557476313,0.0,0.0,0.5459351130605773,0.559437057006411,Rptn
ENSMUSG00000032323,0.5525994184881372,0.0,0.0,0.5458108559677289,0.5593154415256929,Cyp11a1
ENSMUSG00000004864,0.5523685879866328,0.0,0.0,0.5455775481161319,0.5590870920526408,Mapk13
ENSMUSG00000040891,0.5523472420218354,0.0,0.0,0.5455559731124772,0.5590659754685416,Foxa3
ENSMUSG00000068888,0.5521365044188211,0.0,0.0,0.54534297481111,0.55885750195401,Lce1i
ENSMUSG00000031443,0.5517621753137137,0.0,0.0,0.5449646322347654,0.5584871924105071,F7
ENSMUSG00000021242,0.5510411009915974,0.0,0.0,0.5442358345202386,0.5577738534597636,Npc2
ENSMUSG00000030587,0.5506428490779745,0.0,0.0,0.543833321352573,0.5573798695554906,2200002D01Rik
ENSMUSG00000027233,0.5505604587635531,0.0,0.0,0.5437500498615002,0.5572983618276223,Patl2
ENSMUSG00000031807,0.5504687741658784,0.0,0.0,0.5436573848410737,0.5572076592266304,Pgls
ENSMUSG00000029401,0.5499941379381222,0.0,0.0,0.5431776757793652,0.5567381040646749,Rilpl2
ENSMUSG00000060716,0.5498386281424614,0.0,0.0,0.5430205048884708,0.5565842580918905,Plekhh1
ENSMUSG00000031827,0.5497464094920416,0.0,0.0,0.5429273014198884,0.5564930258842701,Cotl1
ENSMUSG00000034345,0.5495871543925733,0.0,0.0,0.5427663460045293,0.5563354739188072,Gtf2h5
ENSMUSG00000029994,0.5493269368529197,0.0,0.0,0.5425033512833237,0.5560780381994179,Anxa4
ENSMUSG00000069515,0.549321559502894,0.0,0.0,0.5424979165574322,0.556072718321561,Lyz1
ENSMUSG00000028167,0.5492430471462633,0.0,0.0,0.5424185665457096,0.5559950450281519,Bdh2
ENSMUSG00000002319,0.5490835948260789,0.0,0.0,0.5422574133897596,0.5558372964153462,Ipo4
ENSMUSG00000026227,0.549081337305792,0.0,0.0,0.5422551317927059,0.5558350630125958,2810459M11Rik
ENSMUSG00000006179,0.5489800057493897,0.0,0.0,0.5421527196248856,0.5557348139008829,Prss16
ENSMUSG00000018102,0.5483649066303189,0.0,0.0,0.541531065370198,0.5551262811827932,Hist1h2bc
ENSMUSG00000024132,0.5481496326864752,0.0,0.0,0.5413134990089438,0.5549133036546255,Eci1
ENSMUSG00000009248,0.5481375897147989,0.0,0.0,0.5413013278206474,0.554901389124093,Ascl2
ENSMUSG00000023232,0.548085295988013,0.0,0.0,0.5412484773770557,0.5548496530901001,Serinc2
ENSMUSG00000032532,0.5477936620421248,0.0,0.0,0.5409537396991184,0.5545611283503491,Cck
ENSMUSG00000042808,0.5477845877933893,0.0,0.0,0.5409445689040874,0.5545521508190842,Gpx2
ENSMUSG00000029195,0.5477530462296147,0.0,0.0,0.5409126917636257,0.5545209454273886,Klb
ENSMUSG00000007888,0.5473453158095547,0.0,0.0,0.5405006251910893,0.5541175589119006,Crlf1
ENSMUSG00000020476,0.5472104928675243,0.0,0.0,0.5403643691495257,0.5539841716554664,Dbnl
ENSMUSG00000042747,0.5469778094086702,0.0,0.0,0.5401292132279892,0.5537539651489638,Krtcap2
ENSMUSG00000017221,0.5466504723657668,0.0,0.0,0.5397983997567839,0.5534301109072303,Psmd3
ENSMUSG00000042179,0.5465188291641424,0.0,0.0,0.5396653590572881,0.5532998677851428,Pnliprp1
ENSMUSG00000017639,0.5462719167535531,0.0,0.0,0.5394158263970944,0.5530555804953354,Rab11fip4
ENSMUSG00000025202,0.5458427242436885,0.0,0.0,0.5389820821358489,0.5526309482939719,Scd3
ENSMUSG00000039269,0.5458309257528449,0.0,0.0,0.5389701585688634,0.5526192751161154,2300002M23Rik
ENSMUSG00000061947,0.5457950935868877,0.0,0.0,0.5389339465619365,0.5525838235109589,Serpina10
ENSMUSG00000033450,0.5456626653593499,0.0,0.0,0.5388001147412884,0.5524528015437705,Tagap
ENSMUSG00000046791,0.5451521659044838,0.0,0.0,0.5382842077967637,0.5519477199620483,2410016O06Rik
ENSMUSG00000019278,0.544559053438813,0.0,0.0,0.5376848192234406,0.5513608958701375,Dpep1
ENSMUSG00000006529,0.5443035257597464,0.0,0.0,0.5374265897817911,0.5511080753051593,Itih1
ENSMUSG00000059134,0.5439502353234437,0.0,0.0,0.5370695660351791,0.5507585256444794,Olfr814
ENSMUSG00000030945,0.5439328762255464,0.0,0.0,0.5370520235627981,0.5507413502898623,Acsm2
ENSMUSG00000022097,0.5439323115793726,0.0,0.0,0.5370514529520306,0.5507407916202812,Sftpc
ENSMUSG00000110086,0.5435602717695692,0.0,0.0,0.5366754844990578,0.5503726884024754,Gm45623
ENSMUSG00000024644,0.5428450956610791,0.0,0.0,0.5359527639961622,0.5496650722080609,Cndp2
ENSMUSG00000027923,0.542768382262316,0.0,0.0,0.5358752419474724,0.5495891691426452,Lce1b
ENSMUSG00000068890,0.5423570153038478,0.0,0.0,0.5354595406775551,0.5491821455845469,Lce1a2
ENSMUSG00000036427,0.5422161958186871,0.0,0.0,0.5353172382350865,0.5490428121919336,Gpi1
ENSMUSG00000045314,0.5421934011409648,0.0,0.0,0.5352942035454955,0.5490202580347328,Sowahb
ENSMUSG00000007594,0.541969100085023,0.0,0.0,0.5350675413050356,0.548798323185518,Hapln4
ENSMUSG00000060803,0.5414943219317441,0.0,0.0,0.5345877685088262,0.5483285504076446,Gstp1
ENSMUSG00000002580,0.5413667047291073,0.0,0.0,0.534458809538584,0.5482022778810354,Mien1
ENSMUSG00000063232,0.5407427777189011,0.0,0.0,0.5338283271883717,0.547584920574127,Serpina11
ENSMUSG00000070661,0.5406193904380726,0.0,0.0,0.5337036444395246,0.5474628316300651,Rnf186
ENSMUSG00000074971,0.5405851249285466,0.0,0.0,0.5336690192228248,0.54742892662604,Fibin
